all0326	0.00	0.00	0.00
all0327	0.00	0.00	0.00
all0328	1.24	1.32	1.66
all0329	0.71	0.85	0.81
all0330	1.70	1.70	0.00
alr0331	1.47	1.73	1.45
all0332	0.00	0.00	0.00
all0333	1.32	1.13	0.81
all0334	1.38	0.90	0.98
alr0335	1.38	1.52	1.37
alr0336	2.16	2.47	0.00
all0337	2.28	2.70	0.00
asl0338	2.12	1.72	1.47
asl0339	1.26	1.46	2.75
alr0340	2.56	2.56	0.00
all0341	0.00	0.00	0.00
all0342	0.00	0.00	0.00
all0343	1.23	0.70	0.00
alr0344	0.00	0.00	0.00
all0345	0.00	0.00	0.00
alr0346	0.00	0.77	0.00
alr0347	1.78	1.48	1.73
alr0348	4.74	5.43	3.53
all0349	4.31	8.20	8.08
all0350	3.11	2.49	1.73
all0351	2.03	1.44	0.65
all0352	0.00	2.90	0.00
alr0353	0.00	0.00	0.00
alr0354	0.00	0.00	0.00
all0355	1.86	1.67	1.44
alr0356	1.35	1.39	2.22
alr0357	1.73	2.00	1.57
asr0358	0.00	0.00	0.00
alr0359	1.44	2.07	1.50
all0360	0.00	0.00	0.00
all0361	1.24	1.39	2.17
all0362	3.22	1.56	0.00
all0363	1.91	2.46	0.00
all0364	0.00	1.47	0.00
asr0365	0.00	0.00	0.00
alr0366	1.75	2.09	2.12
alr0367	0.00	0.00	0.00
asr0368	0.00	0.00	0.00
alr0369	0.00	2.07	0.00
alr0370	1.53	2.32	1.02
all0371	0.00	1.69	0.00
all0372	1.89	2.09	1.33
all0373	0.00	2.03	0.00
all0374	0.00	2.26	2.31
all0375	1.57	1.99	1.52
all0376	1.15	1.27	0.72
alr0377	0.00	0.00	0.00
all0378	0.00	2.76	0.00
alr0379	0.00	0.00	0.00
all0380	2.16	3.20	0.00
alr0381	0.00	1.96	0.00
asr0382	0.00	0.00	0.00
alr0383	0.00	0.00	0.00
all0384	1.86	1.83	0.00
all0385	1.73	1.93	2.06
alr0386	0.00	1.58	0.00
all0387	0.00	3.44	0.00
all0388	0.00	1.74	0.90
all0389	1.17	2.38	1.71
all0390	1.69	4.64	0.00
all0391	0.00	4.77	0.00
all0392	0.00	5.91	0.00
all0393	0.00	3.72	2.21
all0394	0.00	0.00	0.00
all0395	7.37	0.00	0.00
all0396	2.06	6.88	1.34
alr0397	1.12	2.05	1.25
all0398	2.81	2.09	1.27
asl0399	2.30	1.96	1.22
all0400	0.00	2.98	0.00
asl0401	0.00	0.00	0.00
alr0402	0.00	1.16	0.00
all0403	0.00	2.49	1.87
all0404	2.59	1.66	0.00
all0405	2.15	3.09	1.51
all0406	0.00	0.00	0.00
all0407	0.00	0.00	0.00
all0408	0.00	0.00	0.00
all0409	0.00	0.00	0.00
all0410	0.00	0.00	0.00
all0411	0.00	0.00	0.00
all0412	0.00	0.00	0.00
all0413	0.00	0.00	0.00
all0414	0.00	0.00	0.00
all0415	0.00	2.50	0.00
all0416	0.00	0.00	0.00
all0417	0.00	0.00	0.00
all0418	0.00	0.00	0.00
all0419	0.00	0.00	0.00
all0420	0.00	0.00	0.00
all0421	0.00	0.00	0.00
all0422	0.00	1.86	0.00
all0423	3.13	0.00	0.00
all0424	0.00	0.00	0.00
all0425	0.00	0.00	0.00
all0426	0.00	0.00	0.00
all0427	3.08	0.00	0.00
alr0428	0.00	0.00	0.00
alr0429	0.00	0.00	0.00
alr0430	0.00	2.83	0.00
asr0431	0.00	0.00	0.00
all0432	17.74	17.69	0.00
alr0433	0.00	0.00	0.00
all0434	0.00	0.00	0.00
all0435	0.00	0.00	0.00
alr0436	0.00	0.00	0.00
all0437	1.34	1.67	1.81
all0438	0.00	25.08	0.00
all0439	2.18	2.26	1.85
alr0440	4.69	11.08	29.37
all0441	1.40	1.47	1.21
alr0442	0.00	0.00	0.00
all0443	1.56	1.07	0.00
alr0444	0.35	0.62	0.87
alr0445	0.81	0.61	0.87
alr0446	1.20	1.48	0.00
alr0447	0.00	0.98	0.00
asl0448	0.00	0.00	0.00
asl0449	0.00	0.00	0.00
all0450	0.00	0.00	0.00
alr0451	2.84	2.98	0.00
alr0452	0.00	3.52	0.00
all0453	0.00	0.00	0.00
all0454	0.00	0.86	0.00
all0455	2.10	1.65	2.98
all0456	0.00	1.06	0.00
all0457	0.00	0.00	0.00
all0458	0.76	0.54	0.00
all0459	0.09	0.13	0.12
asr0460	0.42	0.17	0.15
asr0461	0.56	0.12	0.09
all0462	0.00	0.00	2.36
all0463	2.52	1.60	0.00
all0464	1.98	1.13	0.69
all0465	1.93	1.40	1.52
all0466	0.00	0.00	0.00
all0467	0.00	0.00	0.00
all0468	0.00	0.00	0.00
all0469	2.29	2.74	1.75
all0470	0.00	1.93	0.00
all0471	1.59	1.37	1.54
alr0472	0.00	0.00	0.00
all0473	2.22	0.00	0.00
alr0474	2.26	1.12	0.00
all0475	0.00	4.18	0.00
all0476	1.80	2.28	1.09
alr0477	1.55	2.93	1.16
all0478	0.00	0.00	2.76
all0479	0.00	0.00	0.00
alr0480	0.00	4.30	12.98
all0481	0.00	0.00	0.00
asr0482	3.21	3.71	0.00
alr0483	1.36	1.95	1.01
alr0484	1.39	1.49	1.25
asr0485	1.77	6.76	3.46
alr0486	2.32	5.58	1.27
alr0487	1.56	1.76	1.07
alr0488	1.61	1.58	0.00
alr0489	1.61	1.32	0.00
alr0490	1.91	0.00	0.00
asl0491	1.74	1.68	1.95
all0492	1.40	1.51	1.72
all0493	2.23	1.68	1.37
asr0494	0.00	1.69	0.00
all0495	1.59	1.63	1.25
all0496	2.76	2.36	1.15
all0497	1.87	1.77	0.78
all0498	2.13	2.19	1.16
alr0499	0.00	1.58	1.01
asr0500	0.00	2.44	0.00
alr0501	1.24	2.25	0.00
alr0502	3.04	1.19	0.78
asr0503	0.00	3.04	0.00
alr0504	0.00	0.00	0.00
asr0505	2.70	2.86	1.06
alr0506	2.77	1.27	1.49
alr0507	3.84	1.83	0.00
alr0508	0.00	5.06	0.00
alr0509	0.00	1.29	1.47
alr0510	0.00	0.00	0.00
alr0511	0.00	1.62	0.00
alr0512	1.38	1.53	0.00
all0513	1.45	1.49	0.96
asl0514	0.00	4.26	0.00
alr0515	1.05	1.06	1.44
asr0516	0.00	0.00	3.56
alr0517	2.44	2.87	1.32
alr0518	0.00	0.00	0.00
alr0519	0.99	2.00	0.93
alr0520	1.70	2.05	0.72
all0521	1.89	0.91	1.00
alr0522	1.85	1.19	1.46
alr0523	0.10	0.08	0.48
alr0524	0.08	0.06	0.36
alr0525	0.08	0.08	0.38
alr0526	0.28	0.18	0.54
alr0527	0.69	0.35	0.81
alr0528	0.33	0.26	0.84
alr0529	0.37	0.25	0.87
alr0530	0.00	0.00	0.00
asr0531	0.51	0.40	0.65
alr0532	0.48	0.38	0.87
alr0533	0.43	0.34	0.58
alr0534	0.44	0.29	0.81
alr0535	0.44	0.36	0.86
alr0536	0.33	0.30	0.68
alr0537	0.33	0.29	1.14
all0538	1.79	1.11	1.19
all0539	0.00	0.00	0.00
alr0540	1.09	0.64	0.77
alr0541	1.36	2.22	0.00
all0542	0.00	0.00	0.00
alr0543	1.40	1.36	1.52
all0544	0.00	0.00	0.00
alr0545	0.47	0.44	0.56
alr0546	0.00	0.00	0.00
alr0547	0.95	0.90	1.01
alr0548	0.94	0.81	0.44
alr0549	0.44	0.45	0.72
asl0550	1.41	1.31	0.70
asl0551	1.48	1.18	1.38
alr0553	1.10	1.74	1.16
alr0554	0.00	1.15	1.52
alr0555	0.45	0.34	0.66
alr0556	0.79	0.73	0.75
alr0557	0.73	1.24	0.00
alr0558	1.17	0.77	1.13
alr0559	0.46	0.33	0.82
asl0560	0.00	0.00	0.00
asl0561	0.00	0.00	0.00
all0562	0.00	0.00	0.00
all0563	0.00	0.00	0.00
alr0564	0.00	0.00	0.00
all0565	3.04	1.62	0.97
alr0566	0.00	2.55	1.81
all0567	0.00	3.07	0.00
alr0568	1.73	1.93	0.00
all0569	1.68	1.29	1.03
alr0570	1.11	1.03	0.64
all0571	0.00	0.00	0.00
asl0572	0.00	0.00	0.00
alr0573	0.81	0.65	1.13
all0574	0.00	0.00	0.00
all0575	1.35	1.33	1.75
alr0576	1.38	1.46	1.36
alr0577	1.13	1.17	0.78
all0578	0.00	0.00	0.00
all0579	0.79	0.95	2.04
all0580	1.63	0.90	1.04
asr0581	1.27	1.44	1.39
alr0582	0.45	0.50	0.49
alr0583	0.53	0.62	0.38
alr0584	0.30	0.50	0.28
alr0585	0.72	0.87	0.00
alr0586	0.15	0.20	0.08
alr0587	1.60	1.65	0.81
asl0588	0.00	0.00	1.24
all0589	0.00	2.61	1.89
alr0590	0.26	0.30	0.28
all0591	1.23	1.05	1.17
all0592	1.18	0.91	0.84
alr0593	1.91	2.15	0.00
all0594	2.83	4.11	2.63
asl0595	0.00	0.00	0.00
all0596	0.70	3.18	1.24
asl0597	0.00	2.93	1.17
alr0598	2.61	4.18	0.00
alr0599	1.60	1.29	0.86
alr0600	0.38	0.51	0.46
all0601	1.39	1.79	1.65
all0602	3.83	3.76	1.41
all0603	0.81	1.03	0.91
all0604	0.70	1.03	0.86
all0605	0.24	0.35	0.26
all0606	0.73	0.48	0.56
alr0607	0.08	0.09	0.03
alr0608	0.02	0.07	0.02
alr0609	0.03	0.09	0.04
alr0610	0.03	0.07	0.02
alr0611	0.02	0.06	0.02
alr0612	0.08	0.10	0.04
alr0613	0.34	0.35	0.25
alr0614	0.47	0.35	0.54
all0615	0.00	0.00	0.00
alr0616	1.76	1.82	1.48
alr0617	1.19	1.04	1.11
alr0618	0.76	0.73	1.14
all0619	0.00	0.00	0.00
all0620	0.00	0.00	0.00
all0621	0.00	0.00	0.00
alr0622	0.88	1.47	1.03
all0623	0.00	1.43	0.00
all0624	1.18	1.32	1.44
all0625	1.40	1.72	2.01
all0626	1.23	1.68	1.69
alr0627	0.60	1.53	0.58
asl0628	0.00	0.00	0.00
asl0629	0.00	0.00	0.00
all0630	1.58	2.39	2.46
all0631	0.00	3.76	0.00
all0632	0.00	0.00	0.00
asl0633	0.00	0.00	0.00
all0634	1.49	1.82	0.00
all0635	0.00	0.00	0.00
asr0636	1.35	1.12	0.00
all0637	0.00	2.61	0.00
all0638	0.00	0.00	0.00
asl0639	0.00	1.90	0.00
all0640	0.00	1.77	0.00
all0641	1.56	2.31	1.38
alr0642	0.53	0.50	0.52
alr0643	0.25	0.45	0.37
alr0644	0.85	0.88	0.83
alr0645	0.00	0.00	0.90
all0646	1.24	1.14	1.06
alr0647	1.99	2.16	1.44
all0648	1.14	1.06	1.57
asr0649	0.00	0.00	0.00
all0650	0.64	0.61	0.78
alr0651	1.08	1.33	1.25
alr0652	1.04	1.05	1.16
alr0653	1.39	1.31	1.00
asr0654	1.49	1.75	1.12
alr0655	1.46	1.78	0.94
alr0656	1.17	1.19	0.98
alr0657	3.02	3.44	0.88
alr0658	2.89	3.30	1.06
all0659	0.00	0.00	0.00
asl0660	0.00	1.04	0.00
all0661	0.00	0.00	0.00
asl0662	0.00	0.00	0.00
alr0663	2.76	4.69	1.14
all0664	0.00	2.71	1.08
all0665	0.00	1.78	0.00
all0666	0.00	0.00	0.00
all0667	1.73	2.20	0.00
alr0668	0.00	0.00	0.00
alr0669	0.00	1.94	0.00
asr0670	0.00	0.00	0.00
alr0671	0.00	0.00	0.00
alr0672	0.00	2.72	0.00
asl0673	0.00	0.00	0.00
asr0674	0.00	0.00	0.00
all0675	0.00	2.97	0.00
alr0677	1.98	0.00	0.00
asl0678	0.00	0.00	0.00
alr0679	0.00	0.00	0.00
asr0680	1.53	2.74	0.00
alr0681	2.14	2.54	0.00
asr0682	1.95	2.77	2.01
alr0683	2.69	2.86	0.00
all0684	0.00	0.00	0.00
alr0685	2.01	1.72	2.11
all0686	0.00	1.91	0.00
all0687	0.00	0.00	0.00
all0688	1.83	2.15	0.00
asr0689	0.00	0.00	0.00
asr0690	0.00	0.00	2.14
alr0691	0.00	3.35	0.00
alr0692	2.07	2.09	0.00
alr0693	0.00	0.00	0.00
alr0694	0.00	0.00	0.00
asr0695	0.00	5.76	0.00
alr0696	1.98	2.67	2.85
asr0697	2.87	3.89	3.15
alr0698	0.00	0.00	0.00
alr0699	1.18	2.90	1.55
alr0700	2.44	2.10	2.87
asr0701	0.00	3.35	0.00
alr0702	2.78	4.46	1.96
all0703	1.52	1.83	1.94
alr0704	2.99	4.11	2.85
asr0705	0.00	1.92	0.00
all0706	0.00	2.15	0.00
all0707	0.00	0.00	0.00
all0708	0.00	0.00	0.00
alr0709	3.90	5.92	0.00
alr0710	0.00	0.00	0.00
all0711	1.98	2.23	0.00
all0712	0.00	0.00	0.00
all0713	1.46	0.96	1.01
all0714	0.00	0.00	0.00
asl0715	1.32	1.48	1.32
asl0716	2.15	3.07	1.52
alr0717	2.50	3.09	1.91
alr0718	2.14	2.08	1.21
alr0719	0.00	3.36	0.00
alr0720	1.98	2.24	2.78
all0721	1.80	2.14	0.00
alr0722	0.00	4.76	0.00
all0723	0.00	1.68	0.00
asl0724	2.02	2.24	1.86
alr0725	0.00	0.00	1.29
all0726	0.00	10.79	0.00
all0727	0.00	0.00	0.00
alr0728	2.88	3.19	2.69
all0729	0.00	1.26	0.00
alr0730	2.43	2.14	1.61
alr0731	0.00	2.53	0.00
all0732	1.23	1.42	0.00
alr0733	1.51	0.93	1.33
alr0734	0.00	2.05	1.04
alr0735	1.89	1.64	1.42
all0736	0.00	0.00	0.00
all0737	0.00	0.00	0.00
alr0738	2.65	2.50	2.13
alr0739	0.00	0.00	0.00
alr0740	0.00	3.16	1.28
alr0741	0.80	1.35	1.70
asr0742	0.87	0.98	1.45
all0743	0.00	0.00	0.00
alr0744	2.34	14.99	4.57
all0745	2.00	2.21	0.00
all0746	2.09	2.37	1.68
all0747	1.24	1.48	1.41
all0748	1.24	1.99	1.97
asl0749	0.94	1.36	1.56
alr0750	1.15	0.90	0.93
alr0751	0.00	0.44	0.00
alr0752	0.00	2.45	0.00
all0753	0.00	2.55	0.00
all0754	2.38	2.06	0.88
asr0755	1.32	2.75	1.47
asr0756	1.81	3.16	1.53
asr0757	1.71	2.14	1.20
alr0758	1.83	2.42	1.61
all0759	0.00	1.57	0.00
alr0760	1.56	1.25	1.52
alr0761	1.77	0.00	0.00
alr0762	1.03	0.86	0.83
alr0763	0.73	0.47	0.97
alr0764	1.12	0.80	0.82
alr0765	0.00	0.00	0.00
alr0766	2.39	3.78	3.39
all0767	1.86	3.33	3.08
all0768	0.00	0.00	0.00
all0769	0.00	3.69	3.96
all0770	0.00	0.00	0.00
all0771	2.33	2.01	0.00
all0772	0.00	4.18	0.00
asr0773	0.00	3.03	0.00
alr0774	0.00	2.80	0.89
all0775	1.15	0.83	0.99
alr0776	1.78	1.77	1.42
all0777	0.00	0.00	0.00
all0778	0.00	0.00	0.00
asl0779	2.07	2.53	2.63
asr0780	0.72	0.60	0.69
all0781	0.00	1.68	0.00
alr0782	1.41	0.96	0.86
all0783	0.00	0.85	0.00
alr0784	1.29	1.40	2.29
asr0785	1.37	1.44	1.50
alr0786	1.55	1.32	0.00
alr0787	1.69	1.92	1.09
all0788	1.88	1.66	2.03
alr0789	0.00	2.85	0.00
alr0790	0.00	0.00	0.00
alr0791	0.00	0.00	0.00
all0792	1.37	2.52	2.10
asl0793	0.00	0.00	0.00
all0794	0.00	2.26	0.00
asl0795	0.00	0.00	0.00
all0796	0.00	0.00	0.00
all0797	1.34	1.41	0.00
asr0798	1.60	1.79	1.57
alr0799	1.78	1.71	1.54
all0800	0.98	0.94	1.47
all0801	1.10	1.04	1.70
all0802	0.00	0.00	0.00
alr0803	0.00	0.52	0.00
alr0804	0.00	0.46	0.31
alr0805	1.11	0.98	1.37
alr0806	0.65	0.64	0.59
all0807	0.00	0.00	0.00
all0808	0.00	0.00	0.00
all0809	0.00	9.50	3.18
alr0810	0.00	2.47	0.00
alr0811	1.81	2.16	1.67
alr0812	2.34	2.94	1.73
all0813	2.51	4.62	0.00
asl0814	0.00	6.53	1.51
asl0815	0.00	8.91	1.41
alr0816	1.50	2.17	1.55
asl0817	0.00	0.00	0.00
asl0818	0.00	3.84	0.00
alr0819	3.45	4.67	1.32
alr0820	1.94	1.43	1.60
alr0821	0.00	2.44	0.00
asl0822	1.61	1.44	1.67
all0823	0.00	0.00	0.00
all0824	0.00	0.00	0.00
all0825	0.00	0.00	0.00
asl0826	0.00	1.89	0.00
all0827	0.00	0.00	0.00
alr0828	0.00	0.00	0.00
asl0829	0.00	0.00	0.00
all0830	3.26	0.00	0.00
alr0831	0.00	0.00	0.00
all0832	0.00	2.98	0.00
all0833	0.00	0.00	0.00
alr0834	2.63	6.43	1.00
all0835	0.00	0.00	0.00
asl0836	0.99	2.40	0.00
asr0837	0.00	0.00	0.00
alr0838	2.18	0.00	0.00
all0839	0.00	1.91	0.00
alr0840	1.61	0.00	0.00
alr0841	0.00	1.18	0.00
asl0842	0.00	2.04	0.00
asr0843	1.83	1.92	1.54
all0844	1.24	0.88	1.42
asl0845	0.98	0.71	0.90
asl0846	0.82	0.77	1.31
asr0847	1.37	1.69	1.55
all0848	3.04	1.92	0.00
alr0849	1.15	1.12	0.98
all0850	0.00	0.00	0.00
