slr1576	0.87	0.98	1.07	0.86
slr1575	0.88	1.17	0.69	0.73
slr1573	1.16	1.26	1.46	0.95
slr1572	0.88	1.10	1.01	1.13
slr1571	0.89	0.80	0.86	0.95
slr1570	0.72	0.86	1.01	0.97
slr1568	1.03	0.86	0.95	0.87
slr1567	1.03	0.99	1.08	0.99
slr1566	0.92	0.87	1.04	0.93
slr1565	0.80	1.13	1.26	1.02
slr1564	0.89	0.82	0.82	0.87
slr1563	1.15	0.84	0.89	0.90
slr1562	0.83	1.00	0.77	0.70
slr1560	0.99	1.03	1.10	1.19
slr1559	1.13	0.87	0.95	0.94
slr1557	0.88	1.35	1.10	1.12
slr1556	0.84	1.26	2.40	0.83
slr1552	1.15	1.09	1.00	1.24
slr1550	1.10	1.32	1.51	1.41
slr1549	1.22	1.20	1.16	1.06
slr1547	1.35	1.18	1.05	1.14
slr1546	0.99	1.00	0.97	0.99
slr1545	0.39	0.46	0.94	0.86
slr1544	9.74	7.99	4.42	0.92
slr1543	1.70	1.51	1.37	1.24
slr1542	0.84	0.87	0.98	1.13
slr1541	0.94	0.94	1.01	1.12
slr1540	1.12	1.00	1.27	1.22
slr1538	0.83	0.81	0.99	1.19
slr1537	1.18	1.25	1.30	1.11
slr1536	1.02	0.81	0.95	0.99
slr1535	0.32	0.26	0.64	0.48
slr1534	0.99	0.98	0.80	0.92
slr1533	0.35	0.30	0.42	0.51
slr1531	1.30	1.26	1.25	1.03
slr1530	1.19	1.12	1.40	0.97
slr1529	1.33	1.39	1.30	1.11
slr1521	1.43	1.38	1.22	1.20
slr1520	1.53	1.49	2.11	0.81
slr1519	1.22	1.05	0.93	1.08
slr1518	0.71	1.17	1.75	1.03
slr1517	1.24	1.09	1.13	1.35
slr1516	4.26	1.54	1.99	1.73
slr1515	1.20	0.90	0.98	0.79
slr1513	1.74	1.17	1.23	1.32
slr1512	11.12	3.55	2.17	1.37
slr1511	1.14	1.89	1.52	0.78
slr1510	1.33	1.07	0.91	1.18
slr1509	0.75	0.97	1.01	0.93
slr1508	1.09	1.09	1.05	1.11
slr1507	0.86	1.23	1.98	1.18
slr1506	0.98	0.83	0.87	1.13
slr1505	0.77	1.14	1.36	0.92
slr1503	1.13	1.32	1.25	1.08
slr1501	1.68	1.22	1.23	0.96
slr1498	0.99	1.32	0.88	1.05
slr1495	1.24	1.45	1.27	0.84
slr1494	1.06	0.92	0.63	0.67
slr1493	0.70	1.06	0.95	0.78
slr1492	1.16	0.90	0.93	0.65
slr1491	1.14	1.30	0.92	0.93
slr1490	0.97	1.37	1.67	0.79
slr1489	1.12	1.18	0.72	0.48
slr1488	0.95	0.87	0.50	0.49
slr1485	0.96	1.04	0.65	0.48
slr1484	0.73	0.78	0.65	0.47
slr1478	1.32	1.27	1.27	1.02
slr1476	1.16	1.31	1.06	1.34
slr1474	1.29	1.72	1.43	1.18
slr1472	1.15	1.64	1.54	1.38
slr1471	1.30	1.74	1.45	1.32
slr1470	1.25	1.43	1.49	1.30
slr1469	1.21	1.65	1.80	1.64
slr1468	1.36	1.32	1.55	1.42
slr1467	1.04	1.16	0.78	0.63
slr1464	1.15	1.21	0.97	1.02
slr1463	1.88	2.30	2.71	1.56
slr1462	1.15	1.22	0.89	1.00
slr1461	0.70	0.82	0.79	1.01
slr1459	0.32	0.29	0.44	0.89
slr1457	1.75	1.80	1.97	0.95
slr1456	0.85	0.81	0.62	0.68
slr1455	1.89	1.33	1.72	0.76
slr1454	1.41	1.07	0.76	1.04
slr1453	0.94	1.22	1.68	1.17
slr1452	1.32	1.37	1.21	1.23
slr1451	0.96	0.89	0.99	1.05
slr1450	1.07	0.79	0.85	0.69
slr1449	0.92	0.85	0.81	0.66
slr1448	1.08	0.88	1.12	0.86
slr1444	0.99	0.89	0.77	0.88
slr1443	1.28	1.66	1.52	1.13
slr1442	0.77	0.71	0.72	0.60
slr1441	1.34	1.34	1.65	0.73
slr1440	0.94	1.00	1.10	0.87
slr1438	1.01	0.97	1.19	0.81
slr1437	0.47	0.98	1.39	0.84
slr1436	1.11	1.03	1.32	1.19
slr1435	1.01	1.04	1.21	1.14
slr1434	0.54	0.64	0.70	0.65
slr1431	0.72	1.22	1.51	0.83
slr1429	1.21	1.96	2.75	1.08
slr1428	1.20	1.51	1.49	0.95
slr1426	1.03	1.40	0.97	1.05
slr1425	1.03	1.07	1.54	0.90
slr1424	0.83	1.36	1.70	1.10
slr1423	2.11	1.39	1.15	1.81
slr1421	0.94	0.89	0.75	0.72
slr1420	1.46	1.96	1.34	1.85
slr1419	1.03	1.12	1.62	1.08
slr1418	1.74	1.70	1.86	1.24
slr1417	0.76	1.27	1.14	0.93
slr1416	1.47	1.10	1.02	1.15
slr1415	1.41	1.22	1.00	0.78
slr1414	1.00	1.13	0.91	1.28
slr1413	2.07	1.38	1.08	1.01
slr1411	1.28	1.30	1.37	0.93
slr1410	0.86	0.61	0.68	0.95
slr1409	0.88	1.03	1.02	1.18
slr1407	1.08	1.17	1.10	1.20
slr1406	0.79	0.70	1.37	0.65
slr1403	1.09	1.19	1.21	1.11
slr1400	1.14	1.11	0.79	0.87
slr1398	1.18	0.98	0.85	0.79
slr1397	0.95	1.73	2.48	0.67
slr1396	0.73	0.97	1.27	0.89
slr1395	0.96	0.92	0.92	1.13
slr1394	0.87	0.98	0.89	0.83
slr1393	1.23	0.96	1.04	0.80
slr1392	1.89	2.74	1.42	0.60
slr1391	1.21	1.59	1.67	1.06
slr1390	1.32	1.23	0.95	1.14
slr1385	0.63	1.14	1.50	1.00
slr1384	0.89	1.01	0.92	1.18
slr1383	0.85	0.62	0.51	0.70
slr1380	1.61	0.93	0.79	1.07
slr1379	0.49	0.92	1.21	0.66
slr1378	0.91	1.20	1.44	0.90
slr1377	0.64	1.17	0.88	0.81
slr1376	0.95	0.85	0.89	0.96
slr1369	0.95	1.19	0.92	0.92
slr1368	1.08	1.30	1.58	1.27
slr1367	1.09	1.65	1.46	1.56
slr1366	1.15	1.67	1.76	1.08
slr1365	1.05	1.00	1.10	0.92
slr1364	0.90	0.80	0.83	1.24
slr1363	1.00	0.93	0.87	0.94
slr1362	0.60	0.82	1.19	0.58
slr1356	1.58	1.63	1.40	1.72
slr1353	1.57	1.44	1.28	1.25
slr1351	3.29	1.99	1.39	1.35
slr1350	2.69	1.26	1.17	1.57
slr1349	1.21	1.08	1.15	1.16
slr1348	0.80	0.43	0.36	0.63
slr1347	1.13	1.05	0.93	1.00
slr1344	0.97	1.13	0.90	1.16
slr1343	1.09	0.94	0.91	0.92
slr1342	0.99	1.26	1.45	1.29
slr1340	1.07	1.25	1.21	0.96
slr1339	1.07	0.95	0.88	1.07
slr1338	1.32	1.06	0.93	0.97
slr1336	0.94	1.51	1.65	1.27
slr1334	1.18	1.24	1.40	1.03
slr1332	1.33	1.68	2.52	1.15
slr1331	1.18	1.35	1.20	1.38
slr1330	1.41	1.13	1.60	1.81
slr1329	0.89	1.40	2.39	1.93
slr1327	0.91	0.81	1.18	0.84
slr1325	1.24	1.04	0.97	1.17
slr1324	0.84	1.21	1.57	0.88
slr1322	1.35	1.51	1.57	0.80
slr1319	0.91	0.83	0.39	0.51
slr1318	0.75	0.62	0.46	0.73
slr1317	0.97	0.77	0.74	0.83
slr1316	0.85	0.86	0.64	0.55
slr1315	0.80	0.83	0.79	0.83
slr1312	1.25	1.12	0.97	0.92
slr1311	1.99	1.94	0.92	1.28
slr1307	1.07	0.86	1.03	0.78
slr1306	0.59	0.67	0.89	0.75
slr1305	1.18	0.99	0.74	0.80
slr1303	1.37	1.14	4.67	0.94
slr1302	0.80	0.98	1.25	0.89
slr1301	1.09	0.84	0.84	0.84
slr1300	1.21	1.08	1.18	0.87
slr1299	1.53	1.28	1.26	1.43
slr1298	0.83	0.87	0.73	0.84
slr1295	0.52	0.41	0.25	0.50
slr1293	1.94	1.50	1.23	0.92
slr1291	7.66	1.72	1.37	0.91
slr1290	1.12	0.90	1.11	0.87
slr1289	1.02	1.04	1.16	1.26
slr1288	0.82	1.06	1.14	0.85
slr1287	1.65	1.42	1.33	0.97
slr1285	1.65	1.35	1.15	1.30
slr1281	3.29	2.53	1.29	1.60
slr1280	3.31	1.65	1.32	1.33
slr1279	3.27	1.25	1.30	1.09
slr1278	1.15	1.06	1.22	0.86
slr1277	0.88	0.84	0.66	0.82
slr1276	0.85	0.87	0.93	0.78
slr1275	1.05	1.05	0.89	0.91
slr1274	0.91	0.97	0.97	0.79
slr1273	0.88	0.92	0.91	0.83
slr1272	1.00	1.02	0.81	0.96
slr1271	1.11	1.27	1.13	1.23
slr1270	1.20	1.22	1.20	1.34
slr1269	1.26	1.68	1.10	1.12
slr1267	0.94	1.08	1.07	1.14
slr1266	0.66	1.01	1.15	1.14
slr1265	1.29	1.25	1.30	1.27
slr1263	0.64	1.09	1.33	0.92
slr1262	1.29	1.54	1.46	1.45
slr1261	1.38	2.76	2.16	1.29
slr1260	1.36	1.76	1.28	1.57
slr1259	1.23	2.68	2.62	1.49
slr1258	1.17	1.13	0.88	0.95
slr1257	1.11	1.17	1.09	0.88
slr1256	1.14	1.00	0.72	0.59
slr1255	1.60	1.55	1.12	1.32
slr1254	1.76	2.74	1.54	1.23
slr1253	1.18	0.99	0.75	0.66
slr1251	1.50	1.97	2.26	2.20
slr1250	1.05	1.04	0.80	1.02
slr1249	1.20	1.18	0.93	0.65
slr1248	1.08	0.86	0.92	0.83
slr1247	2.41	1.02	1.34	1.07
slr1246	1.14	1.45	1.26	0.96
slr1245	1.27	1.32	1.02	0.73
slr1243	1.81	1.31	1.00	0.87
slr1241	0.78	0.56	0.73	0.61
slr1240	0.44	0.37	0.76	0.59
slr1239	0.41	0.36	0.57	0.65
slr1238	1.39	1.69	1.16	1.39
slr1237	1.23	1.62	1.40	1.89
slr1236	0.91	1.28	0.81	0.81
slr1235	1.54	1.71	1.62	1.37
slr1234	0.87	1.66	1.95	1.11
slr1233	0.80	0.75	0.79	0.84
slr1232	1.07	1.09	0.90	0.75
slr1230	1.26	1.06	1.00	0.89
slr1229	1.02	1.12	1.11	1.41
slr1228	1.15	1.15	0.82	0.92
slr1227	1.27	1.07	1.04	1.16
slr1226	1.03	1.14	1.19	1.08
slr1225	0.79	0.96	0.99	0.91
slr1224	1.07	1.05	0.93	1.04
slr1223	0.71	0.61	0.74	0.75
slr1222	1.03	1.14	1.11	1.12
slr1220	1.58	1.41	1.06	1.13
slr1219	1.10	0.97	1.09	0.84
slr1218	2.38	2.43	2.01	0.93
slr1216	1.06	1.07	1.02	1.40
slr1215	1.31	1.46	1.36	0.88
slr1214	1.07	0.87	1.05	0.96
slr1213	1.07	0.96	1.11	1.08
slr1212	1.00	1.08	1.03	1.04
slr1211	1.17	1.00	1.07	0.87
slr1210	1.11	1.20	0.95	0.90
slr1209	0.86	0.84	1.15	0.72
slr1208	0.74	1.07	1.94	0.90
slr1207	1.01	0.92	0.89	1.16
slr1206	0.92	1.00	0.98	1.11
slr1205	0.73	0.70	1.06	1.12
slr1204	1.12	0.93	1.23	0.94
slr1203	0.67	1.21	1.72	0.90
slr1202	0.98	0.98	0.80	1.02
slr1201	0.81	1.02	0.97	0.86
slr1200	0.75	0.82	0.68	1.06
slr1199	1.08	1.16	1.11	0.83
slr1198	0.81	0.76	0.84	1.03
slr1197	1.15	1.11	1.04	0.96
slr1196	1.12	1.02	0.82	1.03
slr1195	1.08	2.05	2.36	1.17
slr1194	0.90	0.83	0.96	0.89
slr1192	2.06	0.89	1.02	0.80
slr1189	1.26	1.16	1.31	0.73
slr1188	0.83	1.14	1.10	1.09
slr1187	1.05	0.88	1.02	0.94
slr1186	1.41	1.91	1.82	1.07
slr1185	1.00	1.10	1.27	1.16
slr1184	1.09	0.89	0.91	0.80
slr1183	1.32	1.63	1.32	0.59
slr1182	1.02	0.90	0.88	0.65
slr1181	1.12	0.92	1.01	0.89
slr1179	1.06	1.09	1.14	1.26
slr1178	0.93	1.07	1.00	1.12
slr1177	1.18	1.05	1.00	1.06
slr1176	1.09	1.05	1.04	1.62
slr1174	0.81	0.99	1.19	0.83
slr1173	0.35	0.41	0.44	0.50
slr1171	1.33	1.40	1.46	1.27
slr1170	1.23	1.55	1.14	1.14
slr1169	1.18	1.16	0.87	1.03
slr1168	1.09	1.60	1.45	1.44
slr1167	0.91	1.17	1.23	1.14
slr1166	1.06	1.21	1.59	1.32
slr1165	1.77	1.70	1.80	1.82
slr1164	1.38	1.34	2.12	1.50
slr1163	1.00	0.92	1.06	0.89
slr1162	0.55	0.51	0.62	0.89
slr1161	0.29	0.38	0.38	0.55
slr1160	1.01	1.47	1.32	1.45
slr1159	1.31	1.17	1.12	1.18
slr1152	0.76	0.52	0.82	0.94
slr1150	1.38	1.56	1.94	0.79
slr1149	1.00	1.03	0.92	1.02
slr1148	1.07	0.94	0.79	0.87
slr1147	1.23	1.12	0.77	0.83
slr1145	1.02	1.09	0.89	0.94
slr1143	0.83	1.59	1.43	0.91
slr1142	0.90	0.83	0.66	1.00
slr1140	1.00	1.22	1.13	1.50
slr1139	1.44	1.71	1.64	1.58
slr1138	0.73	1.54	2.87	1.01
slr1137	0.93	0.95	1.29	0.89
slr1136	0.69	1.39	2.77	0.93
slr1135	1.90	2.50	2.51	0.92
slr1134	1.23	1.22	1.12	1.14
slr1133	0.78	1.14	1.28	0.99
slr1130	1.51	1.80	1.77	1.18
slr1129	0.70	1.35	1.31	1.46
slr1128	0.72	0.52	0.81	0.69
slr1127	0.77	0.78	0.93	1.04
slr1125	1.18	1.18	1.03	0.75
slr1124	1.06	0.98	0.99	1.27
slr1123	1.20	0.97	1.06	0.62
slr1122	1.07	0.99	0.81	0.94
slr1120	0.93	1.08	0.81	0.98
slr1119	2.43	0.95	1.06	0.52
slr1118	1.11	1.12	1.10	0.74
slr1117	1.12	0.95	1.32	1.04
slr1116	0.82	0.58	0.51	0.65
slr1115	0.77	0.77	0.78	0.75
slr1114	0.76	0.71	0.74	0.52
slr1113	0.96	1.08	0.79	0.98
slr1110	1.05	0.99	1.05	0.78
slr1109	1.03	1.03	0.90	0.83
slr1107	1.20	1.68	1.06	1.09
slr1106	1.03	0.85	0.90	0.86
slr1105	3.24	3.23	1.84	1.31
slr1104	0.92	1.16	1.46	1.14
slr1103	0.97	1.04	1.06	0.88
slr1102	0.84	0.88	0.84	0.82
slr1101	0.81	0.86	0.84	1.05
slr1100	1.06	0.87	1.18	0.65
slr1099	1.34	1.04	0.69	0.69
slr1098	1.04	1.34	0.88	1.08
slr1097	0.94	1.00	1.14	1.45
slr1096	1.09	1.27	1.27	1.71
slr1095	1.02	0.91	0.71	0.61
slr1094	1.08	1.08	0.87	0.74
slr1093	1.28	1.66	1.06	0.92
slr1090	0.86	0.90	0.88	0.69
slr1087	0.86	0.87	0.76	0.69
slr1085	1.01	0.98	0.66	0.73
slr1084	0.82	0.99	0.59	0.63
slr1083	0.70	0.71	0.73	0.75
slr1082	0.65	0.76	0.87	0.62
slr1081	0.91	0.83	0.64	0.57
slr1079	0.94	0.86	0.57	0.57
slr1078	0.75	0.83	0.97	0.69
slr1077	0.66	0.86	0.87	0.60
slr1076	0.83	0.63	0.56	0.48
slr1074	0.71	0.97	0.91	0.68
slr1073	0.83	0.78	0.68	0.78
slr1072	0.70	0.69	0.85	0.68
slr1071	0.71	0.58	0.63	0.70
slr1070	0.73	0.82	0.75	0.56
slr1069	0.95	0.85	0.68	0.63
slr1068	1.07	0.99	0.99	0.63
slr1067	0.90	1.30	0.91	0.70
slr1066	1.00	1.09	0.93	0.91
slr1065	0.87	0.88	1.03	0.80
slr1064	0.82	0.79	0.94	0.85
slr1063	1.05	0.89	0.85	0.77
slr1062	1.00	1.18	0.80	1.07
slr1056	1.45	0.82	1.27	0.59
slr1055	1.35	0.99	0.98	1.07
slr1053	0.75	1.13	1.57	0.97
slr1052	0.94	1.30	1.57	1.13
slr1051	1.12	1.13	0.90	1.33
slr1050	0.80	1.46	1.21	0.83
slr1048	0.79	1.53	1.30	1.07
slr1047	1.23	0.92	0.75	0.64
slr1046	0.76	0.87	0.74	0.55
slr1045	0.71	1.13	0.95	0.72
slr1044	1.15	0.95	0.86	1.00
slr1043	0.89	0.92	0.99	1.02
slr1042	0.76	1.17	1.10	0.84
slr1041	0.82	1.29	1.20	0.96
slr1039	0.94	0.85	0.62	0.83
slr1037	1.12	1.37	1.71	0.70
slr1035	0.94	0.86	0.80	0.80
slr1034	0.80	0.66	0.67	0.75
slr1033	0.81	1.34	1.62	1.02
slr1032	0.89	1.20	1.45	0.76
slr1031	1.53	1.77	1.86	1.69
slr1030	0.87	1.81	2.08	1.37
slr1028	1.15	1.02	0.90	1.05
slr1025	1.05	1.06	0.89	0.97
slr1024	0.77	1.30	1.39	1.03
slr1023	1.03	1.12	1.39	0.82
slr1022	1.14	1.10	0.91	1.01
slr1020	1.02	0.89	0.90	1.32
slr1019	2.79	1.01	1.47	0.58
slr0994	1.12	1.29	1.22	0.83
slr0993	1.12	0.60	0.68	0.75
slr0992	1.35	1.54	1.21	0.98
slr0990	0.90	1.13	0.96	1.14
slr0989	0.76	1.06	1.40	1.25
slr0985	0.76	1.07	0.98	0.89
slr0984	1.10	0.92	1.27	0.76
slr0983	0.81	1.09	1.05	0.92
slr0982	0.91	0.83	0.90	0.70
slr0981	0.64	0.79	0.99	0.74
slr0980	0.69	1.24	1.15	0.63
slr0978	0.87	0.79	0.77	0.75
slr0977	0.99	0.66	0.67	0.77
slr0976	0.79	1.04	0.85	0.70
slr0975	1.17	0.93	0.84	0.79
slr0974	1.46	1.45	1.96	1.60
slr0971	1.09	0.96	0.84	0.74
slr0969	1.83	1.72	1.54	1.07
slr0967	1.40	0.88	0.90	0.44
slr0966	1.45	1.49	1.99	1.96
slr0965	1.62	2.51	2.01	2.19
slr0964	1.62	1.74	1.56	1.42
slr0963	1.16	1.66	1.41	1.40
slr0962	0.78	0.99	0.97	0.97
slr0960	2.08	1.81	1.66	1.00
slr0959	5.07	2.00	1.55	1.31
slr0958	1.53	1.64	2.10	1.13
slr0957	1.65	1.80	1.37	0.99
slr0955	1.06	2.48	2.16	1.64
slr0954	0.82	1.81	1.98	1.56
slr0953	0.94	1.15	1.24	1.12
slr0952	1.08	1.30	1.39	0.99
slr0951	0.85	0.98	1.33	1.05
slr0950	1.52	1.42	1.78	1.31
slr0949	1.11	1.01	1.11	1.11
slr0948	1.09	1.03	1.03	0.87
slr0947	1.22	1.08	1.24	1.00
slr0946	1.23	1.35	1.59	0.87
slr0945	1.01	1.51	1.49	1.06
slr0944	0.89	1.02	1.18	1.00
slr0943	0.60	0.67	0.87	0.87
slr0942	0.76	0.67	0.88	0.70
slr0941	1.11	1.23	1.06	0.73
slr0940	2.16	2.22	1.57	1.45
slr0938	1.26	1.17	1.15	1.09
slr0937	0.55	0.72	1.32	1.54
slr0936	1.06	1.18	1.31	1.04
slr0935	0.98	1.03	1.25	0.61
slr0930	1.05	1.10	0.93	1.01
slr0929	0.82	1.14	1.58	0.99
slr0927	1.48	0.92	0.74	0.76
slr0926	1.42	1.04	1.22	0.99
slr0925	1.41	1.44	1.09	1.07
slr0924	1.11	1.08	1.03	1.18
slr0923	1.47	2.44	2.62	2.85
slr0922	0.99	1.57	1.40	1.20
slr0921	1.18	1.39	1.58	1.01
slr0920	0.81	0.89	0.65	0.56
slr0919	1.15	0.85	0.85	0.80
slr0918	0.99	1.45	1.48	1.15
slr0917	1.11	0.96	0.88	0.85
slr0915	0.86	0.66	0.43	0.53
slr0914	0.96	1.24	0.93	1.24
slr0913	1.14	1.22	0.96	0.87
slr0912	0.79	0.98	0.83	1.31
slr0909	0.95	1.04	1.15	1.18
slr0907	0.85	0.82	0.93	1.12
slr0906	0.51	0.42	0.58	0.60
slr0905	0.93	1.03	1.11	1.20
slr0904	1.35	1.14	1.13	0.89
slr0903	1.69	1.21	0.91	0.83
slr0902	1.01	1.04	0.93	1.05
slr0901	1.02	1.61	1.15	1.18
slr0900	0.88	1.95	2.01	1.32
slr0899	0.95	1.17	1.08	1.23
slr0898	0.89	1.11	0.74	0.68
slr0897	1.24	1.18	1.12	0.98
slr0896	0.84	0.99	0.97	0.94
slr0895	1.63	1.11	1.24	0.76
slr0891	1.38	0.88	1.08	0.77
slr0890	0.96	0.88	0.79	0.72
slr0889	0.77	0.82	0.97	0.70
slr0888	0.41	0.48	0.76	0.53
slr0887	0.92	0.87	0.84	0.88
slr0886	0.81	0.96	0.99	1.30
slr0885	0.82	0.81	1.22	0.56
slr0884	0.94	1.23	1.21	1.10
slr0883	1.40	1.44	1.62	1.30
slr0882	1.14	1.15	1.24	1.35
slr0881	0.85	1.38	1.05	1.26
slr0880	0.73	0.99	1.11	1.10
slr0879	1.40	1.36	1.53	0.90
slr0878	0.89	1.00	1.05	1.06
slr0877	0.94	1.19	1.27	1.23
slr0876	1.12	1.12	1.24	1.05
slr0875	0.86	0.66	0.72	0.91
slr0872	1.13	1.41	1.12	1.00
slr0871	1.01	1.03	0.99	1.07
slr0870	0.94	0.57	0.73	0.60
slr0869	0.84	0.82	1.27	0.65
slr0868	0.91	0.83	0.63	0.79
slr0867	1.20	1.40	1.31	0.77
slr0865	1.32	1.28	1.12	0.93
slr0864	0.90	0.70	1.03	1.19
slr0863	1.05	0.98	0.94	0.91
slr0862	1.13	1.07	1.04	1.10
slr0861	1.30	1.10	1.15	1.15
slr0854	1.21	1.26	1.26	1.25
slr0853	1.45	0.90	0.62	0.72
slr0852	2.23	1.06	0.92	0.73
slr0851	0.88	1.06	1.02	1.01
slr0848	1.18	1.15	1.06	1.15
slr0847	0.99	1.14	0.88	1.00
slr0846	1.03	1.02	1.07	0.71
slr0845	0.99	1.18	0.92	1.01
slr0844	1.16	1.11	1.08	0.94
slr0842	0.94	1.14	1.04	0.94
slr0841	0.83	1.05	1.02	1.07
slr0839	1.39	1.33	0.93	0.72
slr0838	1.05	1.31	1.24	1.28
slr0836	1.03	1.19	1.29	1.00
slr0835	1.08	1.30	1.37	1.22
slr0833	1.30	1.40	1.57	0.91
slr0829	0.85	1.11	1.06	0.97
slr0827	1.05	0.97	1.13	1.16
slr0825	0.91	1.32	1.23	1.12
slr0823	0.88	0.66	0.97	0.80
slr0822	0.95	1.05	0.93	1.02
slr0821	1.31	1.24	1.17	1.24
slr0820	0.92	1.42	1.21	1.03
slr0819	0.93	0.94	0.78	0.69
slr0818	0.71	1.07	1.60	1.01
slr0817	1.28	1.14	0.99	1.20
slr0816	1.19	1.38	1.27	0.91
slr0815	1.03	1.26	1.61	1.04
slr0813	1.37	2.46	2.38	1.23
slr0812	1.06	0.95	0.67	0.91
slr0810	1.21	1.28	1.26	1.03
slr0809	0.78	0.92	1.34	0.95
slr0808	1.06	1.27	1.09	0.98
slr0807	0.72	1.46	1.55	0.96
slr0806	1.63	1.50	1.03	1.39
slr0804	0.63	1.20	1.84	1.46
slr0801	0.79	1.04	0.98	0.80
slr0798	1.44	1.12	1.23	0.75
slr0797	0.97	0.87	0.79	0.51
slr0796	1.05	0.89	1.06	0.74
slr0795	1.08	1.47	1.29	0.77
slr0794	0.73	0.76	0.70	0.79
slr0793	0.86	0.97	1.07	0.68
slr0790	1.21	1.17	0.87	0.78
slr0789	1.33	0.84	0.92	0.62
slr0788	1.05	1.51	1.46	1.17
slr0787	1.17	1.10	1.24	1.06
slr0786	0.97	1.15	1.44	0.92
slr0784	0.87	1.06	1.20	1.11
slr0783	1.16	2.22	3.52	1.88
slr0782	0.74	0.69	0.82	0.90
slr0780	0.88	0.74	0.77	0.73
slr0779	0.92	1.52	1.58	1.19
slr0776	1.05	1.25	1.19	0.99
slr0775	1.13	1.04	0.95	1.02
slr0774	1.01	1.60	1.67	1.44
slr0773	0.74	0.53	0.68	0.71
slr0772	0.17	0.22	0.79	0.70
slr0771	1.41	1.14	1.38	1.34
slr0770	1.59	1.23	1.13	1.15
slr0769	0.75	0.69	0.71	0.75
slr0765	1.06	0.83	0.85	0.87
slr0758	1.13	1.13	1.06	1.15
slr0757	1.14	1.43	1.00	1.17
slr0756	1.57	1.29	0.91	0.98
slr0755	1.35	1.31	1.00	0.90
slr0753	1.00	1.08	1.08	1.13
slr0752	1.30	1.11	1.30	1.51
slr0751	0.68	0.83	0.72	0.83
slr0750	0.36	0.27	0.49	0.50
slr0749	0.54	0.53	0.56	0.85
slr0748	1.09	0.74	0.89	1.05
slr0747	1.31	1.15	1.24	1.03
slr0746	0.90	0.80	0.94	0.78
slr0744	1.27	1.50	1.64	1.40
slr0743	1.64	3.02	2.77	2.32
slr0742	1.83	2.26	2.19	2.09
slr0741	1.15	1.15	1.61	1.05
slr0740	3.17	2.08	2.04	1.88
slr0739	0.91	1.09	1.09	0.81
slr0738	0.43	0.80	1.28	1.12
slr0737	0.28	0.11	0.21	0.35
slr0734	1.12	0.88	0.97	0.65
slr0733	1.03	1.17	1.10	0.78
slr0732	1.21	0.90	0.68	0.71
slr0731	1.22	1.12	1.17	0.97
slr0730	0.95	1.01	1.07	0.84
slr0729	0.95	1.09	0.56	0.52
slr0728	0.86	0.63	0.82	0.90
slr0727	1.24	0.94	1.25	1.09
slr0725	1.27	1.12	1.27	0.63
slr0724	1.33	1.05	1.10	1.06
slr0723	1.11	0.86	1.01	0.97
slr0722	1.04	0.82	0.81	0.88
slr0721	1.04	1.15	1.07	1.27
slr0719	0.97	1.33	1.43	1.41
slr0713	0.97	1.78	1.76	1.22
slr0712	0.83	1.31	1.40	0.93
slr0711	1.13	1.14	1.12	0.98
slr0710	1.27	1.09	1.20	1.18
slr0709	1.57	1.30	1.34	1.10
slr0708	0.56	0.57	0.69	1.01
slr0707	0.62	0.68	0.85	0.88
slr0702	1.16	1.12	1.48	0.85
slr0701	1.07	0.99	0.95	1.00
slr0700	1.10	0.91	1.00	0.90
slr0699	0.98	0.86	1.08	0.90
slr0698	1.28	0.97	1.60	0.88
slr0697	0.65	0.94	1.07	0.86
slr0695	0.75	1.20	1.58	1.06
slr0692	1.20	1.13	1.31	0.85
slr0689	1.01	1.16	1.21	0.86
slr0688	1.61	1.34	1.21	0.82
slr0687	1.19	0.93	0.96	0.73
slr0686	0.85	0.91	0.69	0.67
slr0682	1.14	1.05	0.82	0.74
slr0681	0.44	0.67	0.82	0.51
slr0680	0.50	0.74	0.82	0.52
slr0679	1.18	1.17	1.08	0.80
slr0678	1.17	1.76	1.26	0.96
slr0677	1.69	1.46	1.17	1.12
slr0676	2.24	2.87	2.42	1.62
slr0670	0.98	0.78	0.99	0.72
slr0668	1.02	1.48	1.53	0.87
slr0667	1.13	1.32	1.12	1.00
slr0666	1.22	2.09	1.75	0.94
slr0665	0.94	1.21	0.98	0.97
slr0664	0.99	1.75	1.61	1.12
slr0662	1.21	1.18	1.04	1.19
slr0661	0.89	1.50	1.91	1.05
slr0659	1.17	1.32	1.14	1.33
slr0658	1.69	2.07	2.27	0.87
slr0657	1.32	1.26	1.28	1.37
slr0656	1.12	2.13	1.82	0.64
slr0655	1.00	1.04	0.85	1.01
slr0654	0.78	2.16	2.07	1.07
slr0653	0.98	0.83	0.55	0.68
slr0652	0.77	1.37	1.74	1.46
slr0651	1.01	1.81	2.46	1.53
slr0650	0.67	0.77	1.04	0.93
slr0649	1.14	1.20	1.00	1.00
slr0646	0.91	0.99	1.12	0.80
slr0645	0.84	0.98	1.05	0.95
slr0644	1.26	1.10	0.90	0.83
slr0643	1.17	0.90	1.16	0.90
slr0642	1.47	1.19	1.24	1.12
slr0640	1.13	0.96	1.14	0.92
slr0639	1.01	1.48	1.55	1.42
slr0638	1.23	1.45	1.68	1.43
slr0637	1.02	1.27	1.20	1.39
slr0636	0.88	0.98	1.22	1.06
slr0635	0.95	0.95	0.90	0.88
slr0634	1.04	1.06	1.34	0.92
