slr2121	1.82	2.36	2.18	1.03
slr2120	1.31	1.42	1.01	1.12
slr2119	1.35	2.23	1.90	0.92
slr2118	1.12	1.16	0.98	1.03
slr2117	1.14	1.04	1.09	0.96
slr2116	1.10	1.29	0.86	0.76
slr2115	1.19	1.78	1.58	0.74
slr2114	1.35	1.71	1.73	1.21
slr2111	1.06	1.06	1.01	0.55
slr2110	1.00	1.13	0.90	0.66
slr2108	1.02	1.34	1.58	1.15
slr2107	1.11	1.08	1.02	0.89
slr2105	0.66	0.92	1.28	1.15
slr2104	0.90	1.73	1.84	1.06
slr2103	1.22	1.04	1.19	0.97
slr2102	1.01	1.67	1.70	0.91
slr2101	0.88	1.06	1.06	0.81
slr2100	0.92	1.02	0.88	0.87
slr2099	0.64	1.27	1.23	0.91
slr2098	1.08	1.11	1.16	1.18
slr2097	0.97	0.79	1.01	0.92
slr2096	1.46	1.85	2.69	1.24
slr2095	1.28	1.77	1.46	1.27
slr2094	1.04	1.11	1.28	1.34
slr2092	1.32	1.02	1.10	0.80
slr2089	2.38	1.97	1.28	1.25
slr2088	0.81	1.29	1.50	1.25
slr2087	1.25	1.23	1.11	1.20
slr2084	1.48	1.55	1.45	1.08
slr2083	1.04	0.90	0.91	0.77
slr2082	1.01	1.27	1.16	1.14
slr2081	1.19	1.13	0.89	0.97
slr2080	1.20	1.16	0.89	0.84
slr2079	1.17	1.29	1.34	1.48
slr2078	1.70	3.20	2.34	1.10
slr2077	1.04	0.94	0.75	0.92
slr2076	3.92	8.49	4.07	3.09
slr2075	5.36	5.83	2.94	3.02
slr2074	0.79	0.81	0.97	1.02
slr2073	0.41	0.48	1.04	0.88
slr2072	1.33	2.16	2.74	1.33
slr2071	0.99	1.43	1.48	1.33
slr2070	0.85	1.31	1.83	1.02
slr2067	0.22	0.13	0.49	0.96
slr2062	0.75	0.94	1.36	1.10
slr2060	0.91	0.92	0.89	0.83
slr2059	0.95	1.29	1.22	1.25
slr2058	1.28	1.19	1.05	1.05
slr2057	0.60	0.75	1.21	0.94
slr2053	1.16	1.42	1.49	1.29
slr2052	0.49	0.38	0.66	0.79
slr2051	0.22	0.15	0.27	0.52
slr2049	0.78	0.96	1.11	1.06
slr2048	0.93	0.92	1.01	1.36
slr2047	0.88	1.19	1.48	1.16
slr2046	1.01	0.97	0.84	0.83
slr2045	0.82	1.14	1.30	1.11
slr2044	1.51	1.41	1.05	1.11
slr2043	1.20	1.20	1.51	0.94
slr2042	1.27	1.07	0.80	1.08
slr2041	0.70	1.04	1.01	1.00
slr2038	0.82	0.92	0.64	0.78
slr2037	-35.45	1.58	1.74	0.91
slr2035	1.01	1.08	1.01	1.05
slr2034	0.97	1.53	1.60	1.42
slr2033	1.11	1.17	0.90	0.95
slr2032	0.65	0.78	1.18	0.90
slr2031	2.04	1.46	0.92	0.93
slr2030	1.07	1.31	1.58	0.63
slr2027	1.01	0.86	0.82	0.98
slr2026	0.99	1.30	1.78	0.73
slr2025	0.65	1.51	1.04	0.88
slr2024	0.75	1.27	1.48	0.72
slr2023	1.22	1.05	1.29	1.26
slr2019	0.95	1.46	1.76	0.91
slr2018	0.85	0.76	0.69	0.74
slr2017	0.67	1.31	1.53	0.80
slr2016	0.72	0.74	0.68	0.78
slr2015	0.78	0.71	0.64	0.75
slr2013	0.94	0.90	0.79	1.01
slr2012	0.96	1.56	2.03	1.20
slr2011	1.07	0.90	0.76	0.84
slr2010	1.03	1.20	1.54	0.78
slr2009	0.81	1.81	1.71	0.89
slr2008	0.76	0.74	0.69	0.78
slr2007	1.00	0.88	0.80	0.69
slr2006	0.88	1.19	1.13	0.76
slr2005	1.27	1.18	0.93	1.14
slr2004	1.00	0.85	0.81	1.10
slr2003	1.01	1.09	0.95	1.19
slr2002	0.76	1.40	1.41	1.00
slr2001	1.37	1.18	1.14	1.13
slr2000	0.82	1.23	1.45	0.88
slr1999	1.18	1.13	1.03	0.92
slr1998	1.37	1.34	1.25	1.24
slr1994	0.84	1.14	1.24	1.12
slr1993	0.96	0.93	1.01	0.72
slr1992	2.87	3.06	2.53	1.69
slr1991	1.56	2.00	1.83	1.27
slr1990	1.14	1.37	1.21	1.30
slr1986	0.23	0.11	0.33	0.83
slr1984	1.39	1.23	1.60	1.76
slr1983	1.17	1.01	0.93	0.97
slr1982	1.72	1.21	1.42	1.24
slr1980	1.00	0.85	1.02	0.85
slr1979	1.16	0.95	0.96	0.90
slr1978	0.85	0.76	0.80	0.93
slr1977	1.12	1.08	1.15	1.00
slr1975	1.30	1.59	1.84	2.06
slr1974	1.01	1.30	1.28	1.01
slr1972	1.15	1.07	0.83	0.91
slr1971	1.01	1.49	1.03	0.78
slr1970	1.02	1.11	1.12	0.98
slr1969	0.97	0.89	0.98	0.72
slr1968	1.18	1.64	1.06	0.72
slr1966	2.49	2.41	1.81	1.42
slr1964	0.77	0.77	0.95	0.92
slr1963	6.83	4.30	2.27	1.78
slr1962	1.01	0.87	1.02	1.14
slr1959	1.26	1.94	1.43	1.10
slr1958	0.82	0.86	1.22	0.88
slr1957	0.69	0.81	0.90	0.99
slr1956	0.98	1.11	0.90	1.07
slr1951	0.71	1.13	1.20	1.14
slr1950	1.26	1.38	1.60	1.29
slr1949	0.85	1.04	0.95	1.10
slr1946	0.96	1.39	1.12	1.18
slr1945	1.05	0.85	1.18	1.16
slr1944	0.75	0.74	0.70	0.82
slr1943	0.94	0.77	0.93	0.91
slr1942	0.99	0.95	0.98	1.32
slr1940	0.92	0.94	1.54	1.53
slr1939	0.79	0.72	0.68	0.85
slr1938	0.74	0.82	1.00	1.12
slr1935	1.17	1.20	1.31	1.12
slr1934	0.92	1.05	1.23	1.43
slr1933	0.81	1.12	1.05	0.95
slr1932	0.89	1.01	0.90	0.85
slr1931	0.52	0.82	1.17	0.72
slr1930	0.88	0.78	0.91	0.65
slr1929	0.96	1.20	1.23	0.50
slr1928	0.85	0.90	0.73	0.40
slr1927	1.45	1.73	1.60	1.15
slr1926	1.50	1.69	1.11	1.66
slr1925	0.97	1.52	1.58	1.38
slr1924	0.97	1.11	1.00	1.13
slr1923	0.92	1.46	1.40	1.42
slr1920	0.61	1.16	1.20	0.94
slr1919	1.36	1.15	0.78	0.97
slr1918	0.90	0.78	0.69	0.80
slr1917	0.84	1.24	1.41	1.06
slr1916	1.65	0.92	0.97	0.97
slr1915	0.97	0.95	0.92	0.94
slr1914	1.03	1.07	0.95	0.89
slr1913	1.03	1.24	1.46	0.88
slr1912	0.86	0.88	0.94	0.84
slr1911	0.83	1.00	2.22	0.71
slr1910	1.02	1.14	0.95	1.10
slr1909	1.16	1.02	0.94	1.06
slr1908	1.77	1.71	1.56	0.97
slr1907	0.94	0.83	0.74	0.89
slr1906	0.60	0.96	1.18	0.89
slr1903	1.98	2.00	2.24	1.03
slr1902	1.12	1.59	1.15	1.31
slr1901	1.05	1.33	1.34	1.42
slr1900	1.30	1.14	1.26	1.36
slr1899	1.03	1.08	0.90	1.25
slr1898	0.99	1.10	1.03	1.07
slr1897	0.88	1.27	1.30	1.16
slr1896	1.20	1.63	1.46	1.24
slr1895	0.69	1.56	2.05	1.07
slr1894	1.86	1.75	1.95	1.54
slr1890	0.48	0.82	4.16	0.83
slr1888	1.05	0.83	0.87	1.06
slr1887	1.10	0.85	0.92	1.37
slr1886	1.13	0.88	0.97	0.67
slr1885	1.43	1.30	1.42	1.53
slr1884	1.52	1.90	2.12	1.67
slr1882	1.01	1.58	1.71	1.20
slr1881	1.41	1.89	1.10	1.12
slr1880	1.05	0.98	1.12	1.09
slr1879	1.61	1.20	1.23	0.93
slr1878	1.14	1.19	1.12	1.79
slr1877	1.11	1.64	1.49	1.28
slr1876	0.95	2.39	3.03	1.56
slr1875	1.34	1.65	1.44	3.69
slr1874	1.00	1.35	1.33	1.31
slr1871	0.85	0.85	0.80	0.78
slr1870	1.19	2.41	0.75	0.90
slr1869	0.99	0.97	0.81	0.81
slr1867	1.20	1.11	0.90	0.92
slr1866	0.88	1.25	1.03	1.08
slr1865	1.22	1.28	0.99	1.12
slr1864	0.75	1.37	1.29	0.99
slr1863	1.29	1.12	1.17	0.84
slr1862	1.04	0.71	1.15	0.88
slr1861	0.88	1.26	0.93	1.20
slr1860	0.41	0.58	1.12	0.80
slr1859	0.47	0.47	0.68	1.24
slr1857	0.82	0.71	0.92	1.14
slr1856	0.36	0.51	0.56	1.00
slr1855	0.14	0.18	0.57	0.89
slr1854	0.34	0.33	0.62	1.69
slr1853	0.64	0.73	0.88	1.28
slr1852	0.25	0.32	0.63	1.32
slr1851	0.66	0.71	1.16	0.70
slr1849	1.07	0.95	1.11	1.05
slr1848	0.82	1.19	1.52	1.36
slr1847	0.99	1.29	1.23	1.26
slr1846	1.09	1.12	1.09	0.75
slr1844	1.40	1.71	1.69	1.20
slr1843	0.88	0.59	0.80	0.64
slr1842	0.72	0.92	1.43	1.25
slr1841	0.99	1.08	0.73	0.71
slr1840	1.15	1.40	1.54	1.45
slr1839	1.03	1.85	2.79	1.64
slr1838	1.13	1.00	1.19	1.30
slr1837	1.21	1.08	1.41	0.95
slr1835	0.71	0.10	0.28	0.49
slr1834	0.49	0.03	0.21	0.43
slr1830	0.74	0.72	0.83	0.81
slr1829	0.89	0.77	0.90	0.59
slr1828	0.85	1.72	1.75	1.02
slr1827	0.92	0.91	0.87	1.01
slr1826	0.97	1.63	1.74	1.18
slr1822	1.01	0.99	0.91	0.98
slr1821	1.14	1.16	0.97	0.78
slr1820	3.60	1.09	1.18	1.25
slr1819	0.84	1.28	2.32	0.91
slr1818	0.77	0.88	0.83	0.85
slr1816	0.90	0.90	0.94	0.82
slr1815	0.91	0.56	0.74	0.66
slr1814	0.64	0.71	0.77	0.68
slr1813	0.75	0.66	0.63	0.61
slr1812	0.92	0.82	0.68	0.62
slr1811	0.62	0.76	1.04	0.61
slr1809	0.70	0.78	0.79	0.99
slr1808	0.26	0.36	0.99	1.75
slr1807	1.14	1.31	1.07	1.10
slr1805	1.32	1.09	0.99	0.69
slr1803	0.59	0.62	0.61	0.94
slr1800	1.03	0.79	0.93	0.78
slr1799	0.64	0.53	0.51	0.70
slr1798	1.24	1.30	1.29	0.76
slr1796	0.90	0.89	0.76	0.83
slr1795	1.25	1.20	1.05	1.03
slr1794	1.03	1.16	1.29	1.14
slr1793	0.89	0.60	0.69	0.70
slr1791	1.43	2.30	1.43	1.11
slr1790	1.01	1.42	1.10	1.22
slr1789	1.09	0.85	1.55	0.79
slr1788	1.02	0.90	1.05	0.82
slr1787	1.02	0.91	0.95	0.65
slr1784	1.13	1.87	1.62	1.59
slr1783	1.13	1.09	1.10	1.19
slr1780	1.30	1.31	1.24	1.58
slr1779	1.22	1.34	1.60	1.30
slr1778	1.72	1.51	1.47	1.19
slr1777	0.84	1.15	1.81	1.10
slr1776	0.92	0.96	0.99	0.82
slr1774	0.87	0.81	0.83	0.72
slr1773	0.88	0.93	0.70	0.65
slr1772	0.81	0.96	0.84	0.77
slr1771	0.91	1.12	0.99	1.24
slr1770	0.66	0.64	0.48	0.49
slr1768	0.66	0.49	0.54	0.50
slr1767	0.86	1.10	0.86	0.68
slr1764	0.85	1.17	1.28	0.65
slr1763	1.19	1.06	0.90	1.15
slr1762	1.12	1.42	1.33	0.99
slr1761	0.66	0.84	1.26	1.13
slr1760	1.13	0.85	1.19	0.75
slr1759	1.08	1.39	1.26	0.99
slr1756	0.84	0.96	0.67	1.31
slr1755	1.14	1.45	1.41	1.02
slr1753	0.90	0.87	0.90	0.78
slr1752	1.15	1.14	1.16	0.79
slr1751	0.96	0.93	0.99	0.95
slr1748	1.65	1.69	1.71	1.48
slr1747	2.57	1.95	1.32	1.09
slr1746	0.85	0.96	1.39	1.43
slr1744	1.14	1.26	1.23	1.36
slr1743	0.86	1.03	1.01	0.95
slr1742	1.16	1.17	1.13	1.31
slr1740	1.59	1.26	0.92	1.12
slr1739	1.11	0.84	0.87	0.72
slr1738	1.39	1.28	1.38	0.63
slr1737	1.19	1.00	0.85	0.93
slr1736	1.00	0.98	0.89	0.93
slr1735	0.81	0.69	0.90	0.89
slr1734	0.75	0.80	0.75	0.56
slr1732	1.04	0.80	0.82	0.78
slr1731	0.98	0.99	0.87	0.98
slr1730	0.85	1.13	1.06	1.17
slr1729	0.98	0.72	0.56	0.58
slr1728	0.74	1.28	1.45	1.06
slr1727	1.22	1.10	0.85	1.07
slr1726	1.20	1.21	1.00	1.10
slr1724	0.99	0.95	0.93	0.85
slr1723	0.96	1.17	1.30	1.17
slr1722	0.98	1.18	1.08	1.43
slr1721	1.08	1.56	1.86	1.28
slr1720	1.40	1.74	1.36	1.64
slr1719	0.84	1.38	1.64	1.54
slr1718	1.28	1.29	1.12	1.23
slr1717	1.00	1.04	1.02	1.01
slr1712	0.78	0.79	0.77	0.60
slr1710	0.85	1.28	1.51	0.87
slr1708	0.82	1.43	1.66	1.14
slr1706	1.05	1.64	1.56	1.84
slr1705	1.25	1.35	2.33	1.09
slr1704	0.75	0.69	0.67	0.74
slr1703	0.74	1.78	2.14	1.25
slr1702	1.12	1.26	1.00	1.29
slr1699	1.09	0.94	0.84	0.83
slr1697	0.94	1.26	1.08	1.16
slr1694	1.35	1.58	1.29	1.13
slr1693	0.87	1.32	1.31	1.23
slr1692	1.06	1.80	1.83	1.51
slr1691	0.83	1.00	1.30	1.16
slr1690	1.05	0.97	1.12	0.88
slr1689	0.69	0.68	0.97	1.17
slr1687	3.02	1.48	1.11	0.90
slr1686	4.01	1.80	1.63	1.06
slr1681	0.75	0.94	0.61	0.56
slr1679	1.05	1.22	1.13	0.96
slr1678	0.70	1.46	1.32	1.24
slr1677	1.66	1.97	2.02	1.36
slr1676	2.49	1.60	1.44	1.07
slr1675	5.40	1.63	1.12	0.81
slr1674	4.85	1.16	0.86	0.58
slr1673	0.78	0.73	0.78	0.82
slr1672	1.07	0.96	1.33	0.72
slr1670	1.34	1.27	1.48	0.79
slr1668	1.15	0.81	0.97	1.01
slr1667	0.88	0.84	1.04	0.53
slr1666	1.11	1.12	1.14	1.26
slr1665	0.99	1.09	1.12	0.95
slr1664	1.09	1.07	0.89	0.93
slr1661	0.87	0.98	0.67	0.58
slr1660	0.95	0.94	0.76	0.96
slr1659	0.78	0.88	0.87	0.81
slr1658	1.23	1.55	1.42	1.26
slr1657	0.89	0.84	0.87	0.94
slr1656	0.74	0.70	0.79	0.75
slr1655	0.23	0.15	0.27	0.46
slr1653	0.79	0.65	0.74	0.72
slr1652	1.48	1.23	1.40	0.88
slr1651	1.09	1.17	0.89	0.73
slr1649	0.61	0.71	0.85	1.31
slr1648	1.12	0.98	0.97	0.91
slr1647	1.13	1.38	1.45	1.47
slr1646	0.97	1.57	1.81	1.31
slr1645	1.03	1.06	1.00	1.07
slr1644	1.01	0.74	0.84	1.01
slr1643	0.93	0.99	1.02	1.26
slr1641	8.09	1.58	0.93	0.94
slr1639	0.66	0.76	0.56	0.67
slr1638	0.78	1.02	0.70	0.58
slr1636	1.00	1.17	0.97	1.06
slr1634	0.13	0.08	0.07	0.09
slr1629	1.46	1.87	1.48	1.38
slr1628	0.50	0.54	0.44	0.35
slr1627	1.09	1.32	1.11	0.92
slr1626	1.13	1.20	1.04	1.02
slr1624	1.53	1.32	1.11	1.28
slr1623	1.68	1.59	1.71	1.43
slr1622	1.34	1.38	1.48	1.97
slr1619	0.75	1.03	1.26	1.14
slr1618	1.08	1.16	0.99	1.11
slr1617	0.71	1.22	1.27	1.20
slr1616	0.99	0.88	0.92	0.85
slr1615	0.92	1.14	1.22	0.87
slr1614	1.01	1.04	0.93	0.62
slr1613	0.72	0.82	0.66	0.83
slr1612	0.59	0.78	0.73	0.77
slr1611	0.87	0.76	0.71	0.61
slr1610	0.77	0.69	0.64	0.64
slr1609	1.45	1.20	1.05	1.14
slr1608	1.49	1.49	1.36	0.88
slr1604	4.63	1.77	1.20	1.08
slr1603	2.54	1.03	1.06	0.91
slr1601	0.65	0.87	1.25	1.19
slr1600	1.23	1.09	1.43	1.43
slr1599	1.13	1.39	1.54	1.02
slr1598	1.11	1.00	1.10	1.06
slr1597	1.35	1.17	1.01	1.08
slr1596	0.90	0.98	1.13	0.68
slr1595	0.91	1.51	1.15	0.94
slr1594	3.99	1.49	0.79	0.64
slr1593	1.05	1.36	1.13	0.87
slr1592	1.02	0.84	0.86	0.90
slr1591	0.83	1.30	1.14	0.70
slr1590	0.87	0.79	0.70	0.82
slr1588	0.89	0.98	1.24	0.99
slr1584	0.63	0.60	0.66	0.76
slr1583	1.04	0.88	0.80	0.89
slr1579	0.91	0.81	1.05	0.87
slr1577	1.74	1.44	1.15	1.35
